production_day,station_id,station_name,oee_pct,ma_oee_pct,ma_raw_deviation,ma_deviation_pct,ma_severity
2025-11-13,4,FRA-PP-L01-01,67.75,,,,normal
2025-11-14,4,FRA-PP-L01-01,82.85,,,,normal
2025-11-17,4,FRA-PP-L01-01,58.71,,,,normal
2025-11-18,4,FRA-PP-L01-01,72.09,69.77,2.3200000000000074,0.03325211408915017,normal
2025-11-19,4,FRA-PP-L01-01,30.46,70.35,-39.88999999999999,0.5670220326936745,warning
2025-11-20,4,FRA-PP-L01-01,42.33,62.372,-20.042,0.3213300840120567,normal
2025-11-21,4,FRA-PP-L01-01,72.15,59.031666666666666,13.11833333333334,0.22222535927044818,normal
2025-11-24,4,FRA-PP-L01-01,43.22,60.90571428571429,-17.68571428571429,0.2903785710934935,normal
2025-11-25,4,FRA-PP-L01-01,52.19,57.401428571428575,-5.211428571428577,0.09078917896518264,normal
2025-11-26,4,FRA-PP-L01-01,56.63,53.02142857142858,3.608571428571423,0.06805873635996217,normal
2025-11-27,4,FRA-PP-L01-01,43.64,52.72428571428571,-9.084285714285713,0.1722979380605305,normal
2025-11-28,4,FRA-PP-L01-01,40.97,48.660000000000004,-7.690000000000005,0.1580353473078505,normal
2025-12-01,4,FRA-PP-L01-01,62.27,50.16142857142857,12.10857142857143,0.2413920770085154,normal
2025-12-02,4,FRA-PP-L01-01,92.19,53.01,39.18,0.7391058290888511,normal
2025-12-03,4,FRA-PP-L01-01,63.7,55.872857142857136,7.827142857142867,0.14008846616041543,normal
2025-12-04,4,FRA-PP-L01-01,92.45,58.798571428571435,33.65142857142857,0.5723171116888164,normal
2025-12-05,4,FRA-PP-L01-01,91.74,64.55,27.189999999999998,0.4212238574748257,normal
2025-12-08,4,FRA-PP-L01-01,73.49,69.5657142857143,3.924285714285702,0.05641120420568406,normal
2025-12-09,4,FRA-PP-L01-01,43.11,73.83000000000001,-30.720000000000013,0.41609101991060554,normal
2025-12-10,4,FRA-PP-L01-01,49.07,74.13571428571429,-25.065714285714286,0.3381057905385875,normal
2025-12-11,4,FRA-PP-L01-01,39.56,72.25,-32.69,0.45245674740484426,normal
2025-12-12,4,FRA-PP-L01-01,75.91,64.73142857142857,11.17857142857143,0.17269156073446332,normal
2025-12-15,4,FRA-PP-L01-01,55.82,66.47571428571428,-10.655714285714275,0.1602948445189434,normal
2025-12-16,4,FRA-PP-L01-01,69.31,61.24285714285714,8.067142857142862,0.13172381618847687,normal
2025-12-17,4,FRA-PP-L01-01,49.37,58.03857142857142,-8.668571428571425,0.14935880079749916,normal
2025-12-18,4,FRA-PP-L01-01,64.35,54.59285714285714,9.757142857142853,0.1787256312966112,normal
2025-12-19,4,FRA-PP-L01-01,51.06,57.62714285714286,-6.567142857142855,0.1139591958154639,normal
2025-12-22,4,FRA-PP-L01-01,66.64,57.91142857142857,8.728571428571428,0.15072277862746064,normal
2025-12-23,4,FRA-PP-L01-01,69.53,61.779999999999994,7.750000000000007,0.12544512787309822,normal
2025-12-24,4,FRA-PP-L01-01,73.07,60.86857142857143,12.201428571428565,0.20045531355613957,normal
2025-12-25,4,FRA-PP-L01-01,60.15,63.332857142857144,-3.182857142857145,0.05025601696253359,normal
2025-12-26,4,FRA-PP-L01-01,82.07,62.02428571428571,20.045714285714283,0.3231913766496994,normal
2025-12-29,4,FRA-PP-L01-01,32.69,66.69571428571429,-34.00571428571429,0.5098635594490972,warning
2025-12-30,4,FRA-PP-L01-01,89.42,62.17285714285714,27.24714285714286,0.438248202017417,normal
2025-12-31,4,FRA-PP-L01-01,90.9,67.65285714285714,23.24714285714286,0.3436239626665541,normal
2026-01-01,4,FRA-PP-L01-01,91.94,71.11857142857143,20.82142857142857,0.292770624510375,normal
2026-01-02,4,FRA-PP-L01-01,91.32,74.32000000000001,16.999999999999986,0.2287405812701828,normal
2026-01-05,4,FRA-PP-L01-01,54.9,76.92714285714285,-22.027142857142856,0.28633772214897213,normal
2026-01-06,4,FRA-PP-L01-01,90.33,76.17714285714285,14.152857142857144,0.1857887630335309,normal
2026-01-07,4,FRA-PP-L01-01,63.12,77.35714285714286,-14.237142857142864,0.18404432132963996,normal
2026-01-08,4,FRA-PP-L01-01,90.03,81.7042857142857,8.325714285714298,0.10190058223908537,normal
2026-01-09,4,FRA-PP-L01-01,91.63,81.79142857142857,9.838571428571427,0.12028853879204945,normal
2026-01-12,4,FRA-PP-L01-01,60.0,81.89571428571428,-21.895714285714277,0.26736092940499234,normal
2026-01-13,4,FRA-PP-L01-01,42.22,77.33285714285715,-35.11285714285715,0.45404836236676344,normal
2026-01-14,4,FRA-PP-L01-01,74.88,70.31857142857143,4.561428571428564,0.06486804948905989,normal
2026-01-15,4,FRA-PP-L01-01,68.85,73.17285714285715,-4.32285714285716,0.05907733156322624,normal
2026-01-16,4,FRA-PP-L01-01,66.2,70.10428571428572,-3.90428571428572,0.05569253968577433,normal
2026-01-19,4,FRA-PP-L01-01,87.96,70.54428571428572,17.415714285714273,0.2468763289524309,normal
2026-01-20,4,FRA-PP-L01-01,46.91,70.24857142857142,-23.338571428571427,0.3322284133891894,normal
2026-01-21,4,FRA-PP-L01-01,20.2,63.86,-43.66,0.6836830566865016,warning
2026-01-22,4,FRA-PP-L01-01,54.81,58.174285714285716,-3.364285714285714,0.057831147782525405,normal
2026-01-23,4,FRA-PP-L01-01,91.85,59.972857142857144,31.87714285714285,0.5315261665991757,normal
2026-01-26,4,FRA-PP-L01-01,65.53,62.39714285714285,3.132857142857148,0.050208342872842246,normal
2026-01-27,4,FRA-PP-L01-01,91.76,61.92285714285714,29.837142857142865,0.481843768744521,normal
2026-01-28,4,FRA-PP-L01-01,92.25,65.57428571428571,26.675714285714292,0.4068014465600629,normal
2026-01-29,4,FRA-PP-L01-01,61.76,66.18714285714286,-4.4271428571428615,0.06688826055988438,normal
2026-01-30,4,FRA-PP-L01-01,79.79,68.30857142857143,11.48142857142858,0.16808181361887248,normal
2026-02-02,4,FRA-PP-L01-01,78.15,76.82142857142857,1.3285714285714363,0.017294281729428273,normal
2026-02-03,4,FRA-PP-L01-01,67.75,80.1557142857143,-12.405714285714296,0.15477017947209906,normal
2026-02-04,4,FRA-PP-L01-01,48.67,76.71285714285715,-28.042857142857144,0.3655561556081119,normal
2026-02-05,4,FRA-PP-L01-01,54.77,74.30428571428571,-19.53428571428571,0.26289581450791144,normal
2026-02-06,4,FRA-PP-L01-01,57.98,69.02000000000001,-11.040000000000013,0.1599536366270648,normal
2026-02-09,4,FRA-PP-L01-01,60.76,64.12428571428572,-3.364285714285721,0.052465078976095626,normal
2026-02-10,4,FRA-PP-L01-01,59.85,63.98142857142857,-4.131428571428572,0.06457230892893027,normal
2026-02-11,4,FRA-PP-L01-01,73.84,61.13285714285714,12.707142857142863,0.2078610987778376,normal
2026-02-12,4,FRA-PP-L01-01,60.29,60.51714285714286,-0.22714285714285865,0.003753363863840259,normal
2026-02-13,4,FRA-PP-L01-01,40.97,59.451428571428565,-18.481428571428566,0.3108660130718954,normal
2026-02-16,4,FRA-PP-L01-01,68.64,58.35142857142858,10.288571428571423,0.17632081476766379,normal
2026-02-17,4,FRA-PP-L01-01,62.1,60.332857142857144,1.7671428571428578,0.029289891790779732,normal
2026-02-18,4,FRA-PP-L01-01,59.48,60.92142857142858,-1.441428571428581,0.023660452573572674,normal
2026-02-19,4,FRA-PP-L01-01,90.61,60.73857142857143,29.871428571428567,0.49180327868852447,normal
2026-02-20,4,FRA-PP-L01-01,57.14,65.13285714285715,-7.992857142857147,0.12271620643519844,normal
2026-02-23,4,FRA-PP-L01-01,68.73,62.74714285714286,5.982857142857142,0.09534867836896385,normal
2026-02-24,4,FRA-PP-L01-01,57.82,63.95285714285715,-6.132857142857148,0.09589653092679883,normal
2026-02-25,4,FRA-PP-L01-01,57.77,66.36,-8.589999999999996,0.12944544906570218,normal
2026-02-26,4,FRA-PP-L01-01,53.57,64.80714285714285,-11.23714285714285,0.17339358536316535,normal
2026-02-27,4,FRA-PP-L01-01,74.46,63.58857142857143,10.871428571428567,0.17096513299784322,normal
2026-03-02,4,FRA-PP-L01-01,76.2,65.72857142857143,10.471428571428575,0.1593131927841774,normal
2026-03-03,4,FRA-PP-L01-01,45.29,63.67,-18.380000000000003,0.2886759855504948,normal
2026-03-04,4,FRA-PP-L01-01,92.06,61.97714285714286,30.082857142857144,0.485386317536419,normal
2026-03-05,4,FRA-PP-L01-01,50.69,65.31,-14.620000000000005,0.22385545858214675,normal
2026-03-06,4,FRA-PP-L01-01,81.77,64.29142857142857,17.478571428571428,0.27186472313572124,normal
2026-03-09,4,FRA-PP-L01-01,75.19,67.72,7.469999999999999,0.11030714707619609,normal
