production_day,station_id,station_name,downtime_minutes,downtime_type,Q1,Q3,IQR,lower_bound,upper_bound,severity
2025-11-13,8,FRA-AOI-L01-01,89.22,Breakdown,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,5,FRA-PP-L01-02,22.05,Trial & Pilot Run,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,9,SFX-PLM-PROG-01,68.57,Meeting,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,6,FRA-PP-L01-03,8.27,Fire Drills,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,2,HDR-MLD-L01-01,5.8,Preventive Maintenance,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,5,FRA-PP-L01-02,31.93,Preventive Maintenance,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,8,FRA-AOI-L01-01,39.85,Meeting,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,3,HDR-MLD-L01-02,4.5,Breakdown,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,3,HDR-MLD-L01-02,20.98,Trial & Pilot Run,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,4,FRA-PP-L01-01,34.42,Material Check,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,6,FRA-PP-L01-03,56.1,Breakdown,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,6,FRA-PP-L01-03,28.35,Material Check,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,8,FRA-AOI-L01-01,68.72,Calibration,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,4,FRA-PP-L01-01,33.27,Breakdown,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,9,SFX-PLM-PROG-01,49.47,Part Shortage,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,3,HDR-MLD-L01-02,33.58,Part Shortage,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,5,FRA-PP-L01-02,38.97,Meeting,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-13,8,FRA-AOI-L01-01,5.53,Material Check,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,3,HDR-MLD-L01-02,30.77,Calibration,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,5,FRA-PP-L01-02,20.97,Meeting,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,9,SFX-PLM-PROG-01,44.08,Material Check,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,1,SF-SPI-L01-01,46.63,Part Shortage,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,2,HDR-MLD-L01-01,46.68,Breakdown,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,1,SF-SPI-L01-01,14.65,Breakdown,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,10,SFX-PLM-ASSY-01,6.95,Breakdown,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,1,SF-SPI-L01-01,11.15,Meeting,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,9,SFX-PLM-PROG-01,89.48,Breakdown,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,10,SFX-PLM-ASSY-01,12.8,Meeting,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,3,HDR-MLD-L01-02,34.35,Cleaning,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,5,FRA-PP-L01-02,53.92,Part Shortage,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,9,SFX-PLM-PROG-01,20.22,Inventory Check,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,8,FRA-AOI-L01-01,15.67,No Production & Break,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,6,FRA-PP-L01-03,51.77,Breakdown,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,4,FRA-PP-L01-01,60.28,Part Shortage,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,6,FRA-PP-L01-03,38.77,Calibration,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,8,FRA-AOI-L01-01,104.12,Breakdown,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,1,SF-SPI-L01-01,37.42,Inventory Check,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,3,HDR-MLD-L01-02,38.45,Breakdown,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,3,HDR-MLD-L01-02,43.55,Meeting,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,9,SFX-PLM-PROG-01,42.62,Setup,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,8,FRA-AOI-L01-01,15.93,Preventive Maintenance,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,2,HDR-MLD-L01-01,9.07,Part Shortage,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
2025-11-14,9,SFX-PLM-PROG-01,15.38,Cleaning,17.235,43.815,26.58,-62.504999999999995,123.55499999999999,normal
