production_day,station_id,station_name,defect_rate_pct,Q1,Q3,IQR,lower_bound,upper_bound,severity
2025-11-12 23:00:00+00:00,8,FRA-AOI-L01-01,9.41,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-11-13 23:00:00+00:00,8,FRA-AOI-L01-01,9.43,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-11-16 23:00:00+00:00,8,FRA-AOI-L01-01,9.58,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-11-17 23:00:00+00:00,8,FRA-AOI-L01-01,7.79,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-11-18 23:00:00+00:00,8,FRA-AOI-L01-01,8.32,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-11-19 23:00:00+00:00,8,FRA-AOI-L01-01,9.05,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-11-20 23:00:00+00:00,8,FRA-AOI-L01-01,9.12,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-11-23 23:00:00+00:00,8,FRA-AOI-L01-01,7.51,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-11-24 23:00:00+00:00,8,FRA-AOI-L01-01,8.53,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-11-25 23:00:00+00:00,8,FRA-AOI-L01-01,7.13,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-11-26 23:00:00+00:00,8,FRA-AOI-L01-01,7.68,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-11-27 23:00:00+00:00,8,FRA-AOI-L01-01,8.76,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-11-30 23:00:00+00:00,8,FRA-AOI-L01-01,7.47,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-01 23:00:00+00:00,8,FRA-AOI-L01-01,8.79,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-02 23:00:00+00:00,8,FRA-AOI-L01-01,7.94,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-03 23:00:00+00:00,8,FRA-AOI-L01-01,7.58,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-04 23:00:00+00:00,8,FRA-AOI-L01-01,7.41,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-07 23:00:00+00:00,8,FRA-AOI-L01-01,8.42,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-08 23:00:00+00:00,8,FRA-AOI-L01-01,6.92,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-09 23:00:00+00:00,8,FRA-AOI-L01-01,8.31,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-10 23:00:00+00:00,8,FRA-AOI-L01-01,7.15,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-11 23:00:00+00:00,8,FRA-AOI-L01-01,7.91,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-14 23:00:00+00:00,8,FRA-AOI-L01-01,7.83,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-15 23:00:00+00:00,8,FRA-AOI-L01-01,7.96,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-16 23:00:00+00:00,8,FRA-AOI-L01-01,7.66,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-17 23:00:00+00:00,8,FRA-AOI-L01-01,7.8,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-18 23:00:00+00:00,8,FRA-AOI-L01-01,7.53,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-21 23:00:00+00:00,8,FRA-AOI-L01-01,7.97,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-22 23:00:00+00:00,8,FRA-AOI-L01-01,8.35,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-23 23:00:00+00:00,8,FRA-AOI-L01-01,7.91,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-24 23:00:00+00:00,8,FRA-AOI-L01-01,7.72,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-25 23:00:00+00:00,8,FRA-AOI-L01-01,7.74,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-28 23:00:00+00:00,8,FRA-AOI-L01-01,7.91,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-29 23:00:00+00:00,8,FRA-AOI-L01-01,8.1,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-30 23:00:00+00:00,8,FRA-AOI-L01-01,8.03,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-12-31 23:00:00+00:00,8,FRA-AOI-L01-01,7.1,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-01 23:00:00+00:00,8,FRA-AOI-L01-01,6.51,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-04 23:00:00+00:00,8,FRA-AOI-L01-01,6.71,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-05 23:00:00+00:00,8,FRA-AOI-L01-01,8.89,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-06 23:00:00+00:00,8,FRA-AOI-L01-01,9.23,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-07 23:00:00+00:00,8,FRA-AOI-L01-01,7.67,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-08 23:00:00+00:00,8,FRA-AOI-L01-01,8.04,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-11 23:00:00+00:00,8,FRA-AOI-L01-01,7.01,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-12 23:00:00+00:00,8,FRA-AOI-L01-01,7.6,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-13 23:00:00+00:00,8,FRA-AOI-L01-01,8.97,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-14 23:00:00+00:00,8,FRA-AOI-L01-01,8.14,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-15 23:00:00+00:00,8,FRA-AOI-L01-01,7.67,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-18 23:00:00+00:00,8,FRA-AOI-L01-01,7.6,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-19 23:00:00+00:00,8,FRA-AOI-L01-01,8.58,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-20 23:00:00+00:00,8,FRA-AOI-L01-01,8.18,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-21 23:00:00+00:00,8,FRA-AOI-L01-01,7.29,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-22 23:00:00+00:00,8,FRA-AOI-L01-01,6.22,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-25 23:00:00+00:00,8,FRA-AOI-L01-01,6.73,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-26 23:00:00+00:00,8,FRA-AOI-L01-01,9.12,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-27 23:00:00+00:00,8,FRA-AOI-L01-01,8.84,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-28 23:00:00+00:00,8,FRA-AOI-L01-01,7.99,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-01-29 23:00:00+00:00,8,FRA-AOI-L01-01,8.74,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-01 23:00:00+00:00,8,FRA-AOI-L01-01,7.57,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-02 23:00:00+00:00,8,FRA-AOI-L01-01,6.31,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-03 23:00:00+00:00,8,FRA-AOI-L01-01,7.12,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-04 23:00:00+00:00,8,FRA-AOI-L01-01,6.83,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-05 23:00:00+00:00,8,FRA-AOI-L01-01,8.29,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-08 23:00:00+00:00,8,FRA-AOI-L01-01,7.87,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-09 23:00:00+00:00,8,FRA-AOI-L01-01,7.77,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-10 23:00:00+00:00,8,FRA-AOI-L01-01,7.05,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-11 23:00:00+00:00,8,FRA-AOI-L01-01,9.05,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-12 23:00:00+00:00,8,FRA-AOI-L01-01,8.17,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-15 23:00:00+00:00,8,FRA-AOI-L01-01,8.12,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-16 23:00:00+00:00,8,FRA-AOI-L01-01,9.28,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-17 23:00:00+00:00,8,FRA-AOI-L01-01,7.46,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-18 23:00:00+00:00,8,FRA-AOI-L01-01,7.25,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-19 23:00:00+00:00,8,FRA-AOI-L01-01,8.47,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-22 23:00:00+00:00,8,FRA-AOI-L01-01,5.87,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-23 23:00:00+00:00,8,FRA-AOI-L01-01,8.28,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-24 23:00:00+00:00,8,FRA-AOI-L01-01,7.76,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-25 23:00:00+00:00,8,FRA-AOI-L01-01,8.1,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-02-26 23:00:00+00:00,8,FRA-AOI-L01-01,7.52,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-01 23:00:00+00:00,8,FRA-AOI-L01-01,8.5,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-02 23:00:00+00:00,8,FRA-AOI-L01-01,5.57,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-03 23:00:00+00:00,8,FRA-AOI-L01-01,7.29,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-04 23:00:00+00:00,8,FRA-AOI-L01-01,7.49,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-05 23:00:00+00:00,8,FRA-AOI-L01-01,6.45,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-08 23:00:00+00:00,8,FRA-AOI-L01-01,7.84,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-09 23:00:00+00:00,8,FRA-AOI-L01-01,5.44,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-10 23:00:00+00:00,8,FRA-AOI-L01-01,8.75,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-11 23:00:00+00:00,8,FRA-AOI-L01-01,9.68,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-12 23:00:00+00:00,8,FRA-AOI-L01-01,9.19,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-15 23:00:00+00:00,8,FRA-AOI-L01-01,7.4,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-16 23:00:00+00:00,8,FRA-AOI-L01-01,8.91,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-17 23:00:00+00:00,8,FRA-AOI-L01-01,9.6,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-18 23:00:00+00:00,8,FRA-AOI-L01-01,8.19,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-19 23:00:00+00:00,8,FRA-AOI-L01-01,8.11,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-22 23:00:00+00:00,8,FRA-AOI-L01-01,8.47,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-23 23:00:00+00:00,8,FRA-AOI-L01-01,8.07,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-24 23:00:00+00:00,8,FRA-AOI-L01-01,6.37,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-25 23:00:00+00:00,8,FRA-AOI-L01-01,7.66,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-26 23:00:00+00:00,8,FRA-AOI-L01-01,8.98,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-29 22:00:00+00:00,8,FRA-AOI-L01-01,7.22,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-30 22:00:00+00:00,8,FRA-AOI-L01-01,8.45,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-03-31 22:00:00+00:00,8,FRA-AOI-L01-01,6.27,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-01 22:00:00+00:00,8,FRA-AOI-L01-01,6.58,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-02 22:00:00+00:00,8,FRA-AOI-L01-01,7.8,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-05 22:00:00+00:00,8,FRA-AOI-L01-01,8.93,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-06 22:00:00+00:00,8,FRA-AOI-L01-01,8.31,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-07 22:00:00+00:00,8,FRA-AOI-L01-01,8.05,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-08 22:00:00+00:00,8,FRA-AOI-L01-01,6.96,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-09 22:00:00+00:00,8,FRA-AOI-L01-01,7.59,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-12 22:00:00+00:00,8,FRA-AOI-L01-01,8.96,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-13 22:00:00+00:00,8,FRA-AOI-L01-01,8.02,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-14 22:00:00+00:00,8,FRA-AOI-L01-01,6.58,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-15 22:00:00+00:00,8,FRA-AOI-L01-01,7.98,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-16 22:00:00+00:00,8,FRA-AOI-L01-01,11.33,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,anomaly_high
2026-04-19 22:00:00+00:00,8,FRA-AOI-L01-01,8.23,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-20 22:00:00+00:00,8,FRA-AOI-L01-01,8.35,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-21 22:00:00+00:00,8,FRA-AOI-L01-01,10.03,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,anomaly_high
2026-04-22 22:00:00+00:00,8,FRA-AOI-L01-01,7.49,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-23 22:00:00+00:00,8,FRA-AOI-L01-01,8.41,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-26 22:00:00+00:00,8,FRA-AOI-L01-01,9.02,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-27 22:00:00+00:00,8,FRA-AOI-L01-01,7.14,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-28 22:00:00+00:00,8,FRA-AOI-L01-01,8.4,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-29 22:00:00+00:00,8,FRA-AOI-L01-01,7.96,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-04-30 22:00:00+00:00,8,FRA-AOI-L01-01,7.75,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-05-03 22:00:00+00:00,8,FRA-AOI-L01-01,8.16,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-05-04 22:00:00+00:00,8,FRA-AOI-L01-01,7.08,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-05-05 22:00:00+00:00,8,FRA-AOI-L01-01,9.55,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-05-06 22:00:00+00:00,8,FRA-AOI-L01-01,8.57,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-05-07 22:00:00+00:00,8,FRA-AOI-L01-01,7.3,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2026-05-10 22:00:00+00:00,8,FRA-AOI-L01-01,7.92,7.467499999999999,8.47,1.0025000000000013,5.963749999999997,9.973750000000003,normal
2025-11-12 23:00:00+00:00,7,FRA-OVE-L01-01,7.8,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-11-13 23:00:00+00:00,7,FRA-OVE-L01-01,8.59,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-11-16 23:00:00+00:00,7,FRA-OVE-L01-01,7.3,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-11-17 23:00:00+00:00,7,FRA-OVE-L01-01,6.39,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-11-18 23:00:00+00:00,7,FRA-OVE-L01-01,6.73,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-11-19 23:00:00+00:00,7,FRA-OVE-L01-01,8.65,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
